Entity,Code,Year,Population
Belgium,BEL,100,311853
Belgium,BEL,200,324083
Belgium,BEL,300,336792
Belgium,BEL,400,349999
Belgium,BEL,500,349999
Belgium,BEL,600,209999
Belgium,BEL,700,280000
Belgium,BEL,800,299999
Belgium,BEL,900,349999
Belgium,BEL,1000,399999
Belgium,BEL,1100,599999
Belgium,BEL,1200,900000
Belgium,BEL,1300,1250000
Belgium,BEL,1400,799999
Belgium,BEL,1500,1250000
Belgium,BEL,1600,1500000
Belgium,BEL,1700,1750000
Belgium,BEL,1710,1915729
Belgium,BEL,1720,2081455
Belgium,BEL,1730,2247184
Belgium,BEL,1740,2412910
Belgium,BEL,1750,2578640
Belgium,BEL,1760,2744368
Belgium,BEL,1770,2910095
Belgium,BEL,1780,3075824
Belgium,BEL,1790,3241550
Belgium,BEL,1800,3250000
Belgium,BEL,1801,3258961
Belgium,BEL,1802,3267947
Belgium,BEL,1803,3276958
Belgium,BEL,1804,3285994
Belgium,BEL,1805,3295054
Belgium,BEL,1806,3304140
Belgium,BEL,1807,3313251
Belgium,BEL,1808,3322386
Belgium,BEL,1809,3331547
Belgium,BEL,1810,3340759
Belgium,BEL,1811,3349970
Belgium,BEL,1812,3359207
Belgium,BEL,1813,3368470
Belgium,BEL,1814,3377758
Belgium,BEL,1815,3387071
Belgium,BEL,1816,3396411
Belgium,BEL,1817,3405776
Belgium,BEL,1818,3415167
Belgium,BEL,1819,3428762
Belgium,BEL,1820,3446611
Belgium,BEL,1821,3468762
Belgium,BEL,1822,3495265
Belgium,BEL,1823,3526170
Belgium,BEL,1824,3557348
Belgium,BEL,1825,3588801
Belgium,BEL,1826,3620533
Belgium,BEL,1827,3652545
Belgium,BEL,1828,3684841
Belgium,BEL,1829,3717143
Belgium,BEL,1830,3749449
Belgium,BEL,1831,3781756
Belgium,BEL,1832,3814064
Belgium,BEL,1833,3846368
Belgium,BEL,1834,3878946
Belgium,BEL,1835,3911800
Belgium,BEL,1836,3944932
Belgium,BEL,1837,3978344
Belgium,BEL,1838,4012040
Belgium,BEL,1839,4046206
Belgium,BEL,1840,4080847
Belgium,BEL,1841,4115969
Belgium,BEL,1842,4151578
Belgium,BEL,1843,4187679
Belgium,BEL,1844,4224094
Belgium,BEL,1845,4260826
Belgium,BEL,1846,4297878
Belgium,BEL,1847,4335251
Belgium,BEL,1848,4372950
Belgium,BEL,1849,4408894
Belgium,BEL,1850,4443056
Belgium,BEL,1851,4475157
Belgium,BEL,1852,4505413
Belgium,BEL,1853,4533797
Belgium,BEL,1854,4562359
Belgium,BEL,1855,4591101
Belgium,BEL,1856,4620024
Belgium,BEL,1857,4649129
Belgium,BEL,1858,4678418
Belgium,BEL,1859,4708755
Belgium,BEL,1860,4740154
Belgium,BEL,1861,4772628
Belgium,BEL,1862,4806190
Belgium,BEL,1863,4840852
Belgium,BEL,1864,4875764
Belgium,BEL,1865,4910928
Belgium,BEL,1866,4946346
Belgium,BEL,1867,4982019
Belgium,BEL,1868,5017949
Belgium,BEL,1869,5055298
Belgium,BEL,1870,5094086
Belgium,BEL,1871,5134332
Belgium,BEL,1872,5176056
Belgium,BEL,1873,5219281
Belgium,BEL,1874,5262866
Belgium,BEL,1875,5306815
Belgium,BEL,1876,5351131
Belgium,BEL,1877,5395817
Belgium,BEL,1878,5440877
Belgium,BEL,1879,5487623
Belgium,BEL,1880,5536082
Belgium,BEL,1881,5586281
Belgium,BEL,1882,5638248
Belgium,BEL,1883,5692009
Belgium,BEL,1884,5746284
Belgium,BEL,1885,5801075
Belgium,BEL,1886,5856389
Belgium,BEL,1887,5912231
Belgium,BEL,1888,5968605
Belgium,BEL,1889,6025743
Belgium,BEL,1890,6083656
Belgium,BEL,1891,6142352
Belgium,BEL,1892,6201841
Belgium,BEL,1893,6262134
Belgium,BEL,1894,6323013
Belgium,BEL,1895,6384484
Belgium,BEL,1896,6446552
Belgium,BEL,1897,6509224
Belgium,BEL,1898,6572505
Belgium,BEL,1899,6638079
Belgium,BEL,1900,6705987
Belgium,BEL,1901,6776269
Belgium,BEL,1902,6848968
Belgium,BEL,1903,6924126
Belgium,BEL,1904,7000108
Belgium,BEL,1905,7076924
Belgium,BEL,1906,7154584
Belgium,BEL,1907,7233095
Belgium,BEL,1908,7312468
Belgium,BEL,1909,7377299
Belgium,BEL,1910,7427418
Belgium,BEL,1911,7462655
Belgium,BEL,1912,7482838
Belgium,BEL,1913,7487791
Belgium,BEL,1914,7492747
Belgium,BEL,1915,7497707
Belgium,BEL,1916,7502669
Belgium,BEL,1917,7507636
Belgium,BEL,1918,7513025
Belgium,BEL,1919,7527467
Belgium,BEL,1920,7551028
Belgium,BEL,1921,7583777
Belgium,BEL,1922,7625781
Belgium,BEL,1923,7677110
Belgium,BEL,1924,7728784
Belgium,BEL,1925,7780807
Belgium,BEL,1926,7833179
Belgium,BEL,1927,7885904
Belgium,BEL,1928,7938984
Belgium,BEL,1929,7986890
Belgium,BEL,1930,8029570
Belgium,BEL,1931,8066970
Belgium,BEL,1932,8099037
Belgium,BEL,1933,8125715
Belgium,BEL,1934,8152481
Belgium,BEL,1935,8179335
Belgium,BEL,1936,8206277
Belgium,BEL,1937,8233309
Belgium,BEL,1938,8260429
Belgium,BEL,1939,8287916
Belgium,BEL,1940,8315772
Belgium,BEL,1941,8343998
Belgium,BEL,1942,8372598
Belgium,BEL,1943,8401573
Belgium,BEL,1944,8430648
Belgium,BEL,1945,8459824
Belgium,BEL,1946,8489101
Belgium,BEL,1947,8518479
Belgium,BEL,1948,8547959
Belgium,BEL,1949,8580904
Belgium,BEL,1950,8617340
Belgium,BEL,1951,8655405
Belgium,BEL,1952,8695589
Belgium,BEL,1953,8740418
Belgium,BEL,1954,8787230
Belgium,BEL,1955,8834527
Belgium,BEL,1956,8881499
Belgium,BEL,1957,8931968
Belgium,BEL,1958,8987667
Belgium,BEL,1959,9049394
Belgium,BEL,1960,9108729
Belgium,BEL,1961,9168479
Belgium,BEL,1962,9230337
Belgium,BEL,1963,9288223
Belgium,BEL,1964,9350473
Belgium,BEL,1965,9412091
Belgium,BEL,1966,9466114
Belgium,BEL,1967,9515229
Belgium,BEL,1968,9556258
Belgium,BEL,1969,9592105
Belgium,BEL,1970,9629376
Belgium,BEL,1971,9666396
Belgium,BEL,1972,9700295
Belgium,BEL,1973,9727987
Belgium,BEL,1974,9749063
Belgium,BEL,1975,9763432
Belgium,BEL,1976,9773540
Belgium,BEL,1977,9786372
Belgium,BEL,1978,9800204
Belgium,BEL,1979,9814133
Belgium,BEL,1980,9828989
Belgium,BEL,1981,9843594
Belgium,BEL,1982,9857337
Belgium,BEL,1983,9866528
Belgium,BEL,1984,9873600
Belgium,BEL,1985,9880540
Belgium,BEL,1986,9887822
Belgium,BEL,1987,9900226
Belgium,BEL,1988,9917989
Belgium,BEL,1989,9937168
Belgium,BEL,1990,9959565
Belgium,BEL,1991,9987072
Belgium,BEL,1992,10016455
Belgium,BEL,1993,10043738
Belgium,BEL,1994,10069182
Belgium,BEL,1995,10095204
Belgium,BEL,1996,10123230
Belgium,BEL,1997,10154876
Belgium,BEL,1998,10188541
Belgium,BEL,1999,10224223
Belgium,BEL,2000,10264351
Belgium,BEL,2001,10309249
Belgium,BEL,2002,10355569
Belgium,BEL,2003,10402550
Belgium,BEL,2004,10456164
Belgium,BEL,2005,10516979
Belgium,BEL,2006,10582970
Belgium,BEL,2007,10653698
Belgium,BEL,2008,10726720
Belgium,BEL,2009,10801357
Belgium,BEL,2010,10877948
Belgium,BEL,2011,10955742
Belgium,BEL,2012,11031140
Belgium,BEL,2013,11103260
Belgium,BEL,2014,11176727
Belgium,BEL,2015,11248306
Belgium,BEL,2016,11316837
Belgium,BEL,2017,11384491
Belgium,BEL,2018,11448598
Belgium,BEL,2019,11510569
Belgium,BEL,2020,11561716
Belgium,BEL,2021,11611416
